"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
205512019,20551,2019,"VT0120000","VT0120000","","N","N",,"I","WASHINGTON","WASHINGTON CO SO MONTPELIER","Washington","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","County",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,4,4,0,0,01-JAN-93,01-JAN-01,01-SEP-05,01-OCT-12,01-JAN-18,01-JAN-18,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205522019,20552,2019,"VT0120100","VT0120100","","N","N",,"I","BARRE","BARRE PD","Barre","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",8551,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",18,0,18,2,1,3,0,0,01-JAN-93,01-JAN-01,01-SEP-05,01-OCT-12,01-APR-17,01-APR-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205532019,20553,2019,"VT0120200","VT0120200","","N","N",,"I","MONTPELIER","MONTPELIER PD","Montpelier","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",7386,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,1,16,2,9,11,0,0,01-JAN-93,01-JAN-04,01-JAN-04,01-NOV-12,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205542019,20554,2019,"VT0120300","VT0120300","","N","N",,"I","NORTHFIELD","NORTHFIELD PD","Northfield","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",5990,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,1,1,2,0,0,01-JAN-93,01-JAN-99,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205562019,20556,2019,"VT0120500","VT0120500","","N","N",,"I","BARRE TOWN","BARRE TOWN PD","Barre Town","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",7679,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,1,1,2,0,0,01-JAN-93,01-OCT-00,01-OCT-00,01-OCT-12,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205572019,20557,2019,"VT0120600","VT0120600","","N","N",,"I","BERLIN","BERLIN POLICE DEPARTMENT","Berlin","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2789,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,2,2,0,0,01-JAN-93,01-JAN-04,01-SEP-05,01-OCT-12,01-AUG-17,01-AUG-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205582019,20558,2019,"VT012165A","VT0121600","","N","N",,"I","ATTORNEY GENERAL","ATTORNEY GENERAL MONTPELIER","Attorney General","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-93,01-JUN-04,01-DEC-05,01-OCT-12,01-MAY-17,01-MAY-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205592019,20559,2019,"VT0130000","VT0130000","","N","N",,"I","WINDHAM","WINDHAM CO SHERIFF'S OFFICE","Windham","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","County",2199,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",11,2,13,1,5,6,0,0,01-JAN-93,01-JAN-04,01-JAN-04,01-OCT-12,,,"N","WINDHAM","Non-MSA","Y","Y","Y"
205602019,20560,2019,"VT0130100","VT0130100","","N","N",,"I","BELLOWS FALLS","BELLOWS FALLS PD","Bellows Falls","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2988,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,1,1,0,0,01-JAN-93,01-JAN-98,01-JAN-98,01-OCT-12,,,"N","WINDHAM","Non-MSA","Y","Y","Y"
205612019,20561,2019,"VT0130200","VT0130200","","N","N",,"I","BRATTLEBORO","BRATTLEBORO PD","Brattleboro","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",11401,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,1,24,1,11,12,0,0,01-JAN-93,01-JAN-99,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","WINDHAM","Non-MSA","Y","Y","Y"
205622019,20562,2019,"VT0130300","VT0130300","","N","N",,"I","WILMINGTON","WILMINGTON PD","Wilmington","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",1801,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,1,5,1,1,2,0,0,01-JAN-93,01-JAN-01,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","WINDHAM","Non-MSA","Y","Y","Y"
205632019,20563,2019,"VT0130500","VT0130500","","N","N",,"I","DOVER","DOVER PD","Dover","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",1057,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,1,2,0,0,01-JAN-93,01-JAN-01,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","WINDHAM","Non-MSA","Y","Y","Y"
205652019,20565,2019,"VT0140000","VT0140000","","N","N",,"I","WINDSOR","WINDSOR COUNTY SHERIFF'S OFFICE","Windsor","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","County",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",11,0,11,3,2,5,0,0,01-JAN-93,01-JAN-04,01-JAN-06,01-OCT-12,01-JAN-17,01-JAN-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205662019,20566,2019,"VT0140100","VT0140100","","N","N",,"I","LUDLOW","LUDLOW PD","Ludlow","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",1876,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,4,9,1,1,2,0,0,01-JAN-93,01-JAN-01,01-NOV-05,01-OCT-12,01-JAN-18,01-JAN-18,"N","WINDSOR","Non-MSA","Y","Y","Y"
205672019,20567,2019,"VT0140200","VT0140200","","N","N",,"I","SPRINGFIELD","SPRINGFIELD PD","Springfield","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",8900,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,2,15,0,4,4,0,0,01-JAN-93,01-JAN-98,01-SEP-05,01-OCT-12,01-MAR-17,01-MAR-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205682019,20568,2019,"VT0140300","VT0140300","","N","N",,"I","HARTFORD","HARTFORD PD","Hartford","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",9654,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,4,20,3,5,8,0,0,01-JAN-93,01-JAN-98,01-NOV-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205692019,20569,2019,"VT0140400","VT0140400","","N","N",,"I","WINDSOR","WINDSOR PD","Windsor","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",3324,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,0,1,1,0,0,01-JAN-93,01-JAN-98,01-SEP-05,01-OCT-12,01-MAR-17,01-MAR-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205702019,20570,2019,"VT0140500","VT0140500","","N","N",,"I","WOODSTOCK","WOODSTOCK PD","Woodstock","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2925,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,0,4,1,1,2,0,0,01-JAN-93,01-JAN-01,01-SEP-05,01-OCT-12,01-MAR-17,01-MAR-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205712019,20571,2019,"VT0140600","VT0140600","","N","N",,"I","CHESTER","CHESTER PD","Chester","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",3018,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-93,01-AUG-93,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205722019,20572,2019,"VT0140800","VT0140800","","N","N",,"I","WEATHERSFIELD","WEATHERSFIELD PD","Weathersfield","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2753,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-93,01-JAN-04,01-SEP-05,01-OCT-12,01-MAR-17,01-MAR-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205732019,20573,2019,"VT0141000","VT0141000","","N","N",,"I","NORWICH","NORWICH PD","Norwich","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",3307,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",2,0,2,2,1,3,0,0,01-JAN-93,01-JAN-98,01-NOV-05,01-NOV-12,01-FEB-17,01-FEB-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205742019,20574,2019,"VT0141100","VT0141100","","N","N",,"I","ROYALTON","ROYALTON POLICE DEPARTMENT","Royalton","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2864,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",0,0,0,1,0,1,0,0,01-JAN-93,01-JUL-08,01-JUL-13,01-JUL-13,01-FEB-17,01-FEB-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205752019,20575,2019,"VTDFW0000","VTDFW0000","","N","N",,"I","FISH & WILDLIFE DPT, LED","FISH & WILDLIFE DEPT LAW ENF DIV WATERBURG","Fish and Wildlife Department","Law Enforcement Division","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",38,0,38,2,2,4,0,0,01-JAN-93,01-JAN-04,01-SEP-05,01-OCT-12,01-AUG-17,01-AUG-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205762019,20576,2019,"VTDLC0000","VTDLC0000","","N","N",,"I","DEPT LIQUOR CONTOL DE&L","DLC DIVISION OF ENF & LICENSING MONTPELIER","Department of Liquor Control","Division of Enforcement and Licensing","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",12,0,12,2,2,4,0,0,01-JAN-93,01-AUG-05,01-AUG-05,01-FEB-13,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205772019,20577,2019,"VTDMV0000","VTDMV0000","","N","N",,"I","DEPT OF MOTOR VEHICLES","VERMONT DEPARTMENT OF MOTOR VEHICLES MONTPELIER","Department of Motor Vehicles","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",27,8,35,2,5,7,0,0,01-JAN-93,01-DEC-05,01-DEC-05,01-OCT-12,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205782019,20578,2019,"VTVSP0000","VTVSP0000","","N","N",,"I","VERMONT STATE POLICE","DEPT OF PUB SFTY WATERBURY","Vermont State Police","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",194,8,202,32,6,38,0,0,01-JAN-93,01-JAN-94,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","","Non-MSA","Y","Y","Y"
205792019,20579,2019,"VTVSP0100","VTVSP0100","","N","N",,"I","SP: WILLISTON","STATE POLICE WILLISTON","State Police:","Williston","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",17455,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",16,11,27,5,25,30,0,0,01-JAN-93,01-OCT-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","CHITTENDEN","Burlington-South Burlington, VT","Y","Y","Y"
205802019,20580,2019,"VTVSP0200","VTVSP0200","","N","N",,"I","SP: ST. JOHNSBURY","STATE POLICE ST JOHNSBURY","State Police:","St. Johnsbury","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",18910,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",24,0,24,2,2,4,0,0,01-JAN-93,01-JUL-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","CALEDONIA","Non-MSA","Y","Y","Y"
205812019,20581,2019,"VTVSP0300","VTVSP0300","","N","N",,"I","SP: RUTLAND","STATE POLICE RUTLAND","State Police:","Rutland","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",24458,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",24,0,24,1,2,3,0,0,01-JAN-93,01-NOV-93,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","RUTLAND","Non-MSA","Y","Y","Y"
205832019,20583,2019,"VTVSP0500","VTVSP0500","","N","N",,"I","VT. STATE POLICE HDQ-BCI","STATE POLICE CRIMINAL DIVISION","Vermont State Police Headquarters Bureau of Criminal Investigations","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",80,0,80,9,1,10,0,0,01-JAN-93,01-NOV-96,01-SEP-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
205842019,20584,2019,"VTVSP0600","VTVSP0600","","N","N",,"I","SP: NEW HAVEN","STATE POLICE NEW HAVEN","State Police:","New Haven","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",21593,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",12,0,12,4,1,5,0,0,01-JAN-93,01-DEC-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","ADDISON","Non-MSA","Y","Y","Y"
205852019,20585,2019,"VTVSP0700","VTVSP0700","","N","N",,"I","SP: ST. ALBANS","STATE POLICE ST ALBANS","State Police:","St. Albans","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",36039,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",17,0,17,2,3,5,0,0,01-JAN-93,01-JAN-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","FRANKLIN","Burlington-South Burlington, VT","Y","Y","Y"
205862019,20586,2019,"VTVSP0800","VTVSP0800","","N","N",,"I","SP: DERBY","STATE POLICE DERBY","State Police:","Derby","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",22545,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",16,1,17,4,0,4,0,0,01-JAN-93,01-JAN-93,01-NOV-05,01-OCT-12,01-FEB-17,01-FEB-17,"N","ORLEANS","Non-MSA","Y","Y","Y"
205872019,20587,2019,"VTVSP0900","VTVSP0900","","N","N",,"I","SP: SHAFTSBURY","STATE POLICE SHAFTSBURY","State Police:","Shaftsbury","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",15432,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",16,0,16,0,1,1,0,0,01-JAN-93,01-MAR-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","BENNINGTON","Non-MSA","Y","Y","Y"
205892019,20589,2019,"VTVSP1100","VTVSP1100","","N","N",,"I","SP: ROYALTON","STATE POLICE ROYALTON","State Police:","Royalton","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",16290,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",12,1,13,4,1,5,0,0,01-JAN-93,01-DEC-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","WINDSOR","Non-MSA","Y","Y","Y"
205902019,20590,2019,"VTVSP1200","VTVSP1200","","N","N",,"I","SP: MIDDLESEX","STATE POLICE MIDDLESEX","State Police:","Middlesex","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",25345,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",18,0,18,1,2,3,0,0,01-JAN-93,01-JAN-93,01-SEP-05,01-OCT-12,01-JAN-17,01-JAN-17,"N","WASHINGTON","Non-MSA","Y","Y","Y"
231682019,23168,2019,"VT0120800","VT0120800","","N","N",,"I","SECRETARY OF STATE INV U","SECRETARY OF STATE INV U","Secretary of State","Investigations Unit","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,2,8,1,0,1,0,0,01-JAN-93,01-JAN-12,01-JAN-12,01-FEB-13,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
232522019,23252,2019,"VT0111000","VT0111000","","N","N",,"I","PITTSFORD","PITTSFORD","Pittsford","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",2786,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-93,01-SEP-13,01-SEP-13,01-JAN-14,,,"N","RUTLAND","Non-MSA","Y","Y","Y"
254122019,25412,2019,"VT0111100","VT0111100","","N","N",,"I","KILLINGTON","","Killington","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",757,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-93,01-JAN-14,01-JAN-14,01-AUG-14,,,"N","RUTLAND","Non-MSA","Y","Y","Y"
254132019,25413,2019,"VT0120700","VT0120700","","N","N",,"I","CAPITOL POLICE","","Capitol Police","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other State Agency",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-93,01-MAY-13,01-MAY-13,01-AUG-14,,,"N","WASHINGTON","Non-MSA","Y","Y","Y"
258402019,25840,2019,"VT0041300","VT0041300","","N","N",,"I","CHITTENDEN UNIT SPEC INV","","Chittenden Unit for Special Investigations","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","Other",0,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",0,0,0,0,0,0,0,0,01-JAN-93,01-FEB-16,01-FEB-16,01-JAN-16,,,"N","CHITTENDEN","Burlington-South Burlington, VT","Y","Y","Y"
259982019,25998,2019,"VT0090300","VT0090300","","N","N",,"I","FAIRLEE","","Fairlee","","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","City",980,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,0,0,0,0,0,01-JAN-93,01-FEB-17,01-OCT-16,01-OCT-16,01-SEP-17,01-SEP-17,"N","ORANGE","Non-MSA","Y","Y","Y"
260572019,26057,2019,"VTVSP1600","VTVSP1600","","N","N",,"I","SP: WESTMINSTER","","State Police:","Westminster","A",52,"Vermont","VT","VT","1","New England","1","Northeast","Region I","State Police",22931,23397,"VTUCR0001","Department of Public Safety Vermont Criminal Information Center","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",23,10,33,1,16,17,0,0,01-JAN-93,01-JUL-16,01-SEP-16,01-SEP-16,01-FEB-17,01-FEB-17,"N","WINDHAM","Non-MSA","Y","Y","Y"
